DD,MM,YYYY,Type,DocRef,CustomerID,ProductID,Quantity,Amount,Cost
9,9,2016,Credit,134975,IC04,41536,1,105,51.65
9,9,2016,Credit,134975,IC04,43839,12,120.56,101.55
9,9,2016,Credit,134975,IC04,30262,30,121.73,106.12
9,9,2016,Credit,134975,IC04,41533,2,210,99.46
9,9,2016,Credit,134975,IC04,41534,2,210,100.98
9,9,2016,Credit,134975,IC04,41535,2,210,97.61
9,9,2016,Credit,134975,IC04,42597,1,260,144.78
9,9,2016,Credit,134975,IC04,10126,100,410,329.92
13,9,2016,Credit,134976,SS14,40176,6,382.32,262.77
14,9,2016,Credit,134977,IA16,43285,50,425,232.53
14,9,2016,Credit,134978,IL09,46859,150,139.68,102.07
14,9,2016,Credit,134978,IL09,46858,150,143.04,104.31
14,9,2016,Credit,134978,IL09,46854,160,156.96,81.27
14,9,2016,Credit,134978,IL09,40265,3600,194.4,133.75
14,9,2016,Credit,134978,IL09,45645,60,390,236.15
14,9,2016,Credit,134978,IL09,10379,60,400.44,342.61
14,9,2016,Credit,134978,IL09,44174,30,648.84,552.54
13,9,2016,Credit,134979,IP02,43934,80,144.48,117.39
13,9,2016,Credit,134979,IP02,43937,80,154.56,119.94
13,9,2016,Credit,134979,IP02,43838,18,526.02,436.33
13,9,2016,Credit,134979,IP02,10379,100,665.91,548.82
13,9,2016,Credit,134979,IP02,43839,96,979.27,799.7
13,9,2016,Credit,134979,IP02,10401,64,1157.63,946.74
13,9,2016,Credit,134980,IJ01,45314,40,136,90.2
13,9,2016,Credit,134980,IJ01,45315,40,136,90
13,9,2016,Credit,134980,IJ01,41302,40,136,89.6
13,9,2016,Credit,134980,IJ01,45443,80,272,239.24
13,9,2016,Credit,134980,IJ01,10211,300,276,223.03
13,9,2016,Credit,134980,IJ01,40881,300,282,221.85
13,9,2016,Credit,134980,IJ01,45442,90,306,265.5
13,9,2016,Credit,134980,IJ01,45444,90,306,267.77
13,9,2016,Credit,134980,IJ01,41394,100,440,338.78
13,9,2016,Credit,134980,IJ01,41519,100,440,348.2
13,9,2016,Credit,134980,IJ01,41303,130,442,292.5
13,9,2016,Credit,134980,IJ01,41304,250,850,562.5
13,9,2016,Credit,134980,IJ01,41393,200,920,678.74
14,9,2016,Credit,134981,IT22,43631,4,2930.52,2814.63
14,9,2016,Credit,134981,IT22,44846,4,3910.57,3755.91
14,9,2016,Credit,134981,IT22,30353,60,20609.73,19757.75
14,9,2016,Credit,134982,IP06,43631,5,3745.94,3518.28
14,9,2016,Credit,134982,IP06,45523,3,4436.17,4166.57
14,9,2016,Credit,134982,IP06,40000,30,16580.37,15572.72
13,9,2016,Credit,134983,IT26,40175,3,35.1,26.47
13,9,2016,Credit,134983,IT26,40459,5,42,31.41
13,9,2016,Credit,134983,IT26,40174,4,54,40.16
13,9,2016,Credit,134983,IT26,45314,20,68,45.1
13,9,2016,Credit,134983,IT26,45315,20,68,45
13,9,2016,Credit,134983,IT26,41302,20,68,44.8
13,9,2016,Credit,134983,IT26,41304,20,68,45
13,9,2016,Credit,134983,IT26,40107,5,81,60.6
13,9,2016,Credit,134983,IT26,40106,1,89.3,76.2
13,9,2016,Credit,134983,IT26,30362,5,124,99.36
13,9,2016,Credit,134983,IT26,43940,80,136.3,114.57
13,9,2016,Credit,134983,IT26,40917,5,139.5,99.79
13,9,2016,Credit,134983,IT26,45126,80,141,116.99
13,9,2016,Credit,134983,IT26,43934,80,143.82,119.34
13,9,2016,Credit,134983,IT26,43938,80,145.7,121.92
13,9,2016,Credit,134983,IT26,43936,80,146.64,121.17
13,9,2016,Credit,134983,IT26,45125,80,148.52,117.79
13,9,2016,Credit,134983,IT26,43935,80,149.93,120.06
13,9,2016,Credit,134983,IT26,40911,5,169.5,118.15
13,9,2016,Credit,134983,IT26,40912,5,194.5,136.05
13,9,2016,Credit,134983,IT26,42598,1,280,146.66
13,9,2016,Credit,134983,IT26,43210,4,405.27,297.48
13,9,2016,Credit,134983,IT26,40176,15,907.2,656.94
13,9,2016,Credit,134983,IT26,46799,200,2460,2167.43
14,9,2016,Credit,134984,IT12,46654,10,435,334
14,9,2016,Credit,134984,IT12,10096,360,438.84,365.38
14,9,2016,Credit,134984,IT12,10097,1344,2389.2,2042.43
14,9,2016,Credit,134985,IB03,46880,120,433.8,337.41
14,9,2016,Credit,134985,IB03,46882,300,1070.1,832.3
14,9,2016,Credit,134985,IB03,45869,45000,3240,2362.5
14,9,2016,Credit,134985,IB03,40016,70,5179.87,4261.81
14,9,2016,Credit,134985,IB03,10126,5500,20250,18145.85
14,9,2016,Credit,134986,IG01,40911,5,169.5,118.15
14,9,2016,Credit,134986,IG01,40912,5,194.5,136.05
14,9,2016,Credit,134986,IG01,10401,16,284.35,239.75
14,9,2016,Credit,134986,IG01,43839,36,348.51,296.71
14,9,2016,Credit,134986,IG01,43285,50,425,232.53
14,9,2016,Credit,134986,IG01,30195,60,459.66,383.47
14,9,2016,Credit,134986,IG01,40728,12,544.2,411.22
14,9,2016,Credit,134986,IG01,46065,60,630,449.53
14,9,2016,Credit,134986,IG01,10379,100,661.06,568
14,9,2016,Credit,134986,IG01,46425,8,936,748.38
14,9,2016,Credit,134986,IG01,45938,16,1872,1409.3
14,9,2016,Credit,134987,IJ01,10631,4800,259.2,176.4
14,9,2016,Credit,134987,IJ01,43838,15,408.25,360.73
14,9,2016,Credit,134987,IJ01,30262,300,1235.1,1092.47
14,9,2016,Credit,134987,IJ01,10379,320,2108.41,1850.99
14,9,2016,Credit,134987,IJ01,45905,18,2122.2,1535.84
14,9,2016,Credit,134987,IJ01,43839,240,2309.43,2008.96
14,9,2016,Credit,134987,IJ01,10394,200,2613.49,2257.15
14,9,2016,Credit,134987,IJ01,10401,160,2784.84,2397.47
14,9,2016,Credit,134987,IJ01,40280,80,8344,6419.08
15,9,2016,Credit,134988,IL09,43516,100,28,14
15,9,2016,Credit,134988,IL09,43517,100,28,14
15,9,2016,Credit,134988,IL09,30347,2,169.2,127.04
15,9,2016,Credit,134989,IN04,41134,1,70,54.93
15,9,2016,Credit,134989,IN04,41135,1,70,54.93
15,9,2016,Credit,134989,IN04,41136,1,70,55.53
15,9,2016,Credit,134989,IN04,41204,1,230,113.57
15,9,2016,Credit,134990,IY03,43519,100,70,44
15,9,2016,Credit,134990,IY03,43520,200,108,70
15,9,2016,Credit,134990,IY03,41533,2,176,99.46
15,9,2016,Credit,134990,IY03,41534,2,176,100.98
15,9,2016,Credit,134990,IY03,40728,12,551.4,416.66
15,9,2016,Credit,134991,IL09,10074,3000,216,168
15,9,2016,Credit,134991,IL09,43225,22,3649.75,2417.76
15,9,2016,Credit,134992,IA16,44233,200,1102,676.28
16,9,2016,Credit,134993,IB03,10300,30,2326.5,2007.99
16,9,2016,Credit,134993,IB03,43771,180,30132,22424.72
16,9,2016,Credit,134994,IG01,10097,96,183.36,144.92
16,9,2016,Credit,134994,IG01,41460,60,208.32,146.21
16,9,2016,Credit,134994,IG01,10096,200,252.84,202.99
16,9,2016,Credit,134994,IG01,41440,144,426.24,311.13
16,9,2016,Credit,134994,IG01,10005,24,468,378.8
16,9,2016,Credit,134994,IG01,10010,24,468,366.76
16,9,2016,Credit,134995,SO05,42305,40,6900,3935.59
16,9,2016,Credit,134995,SO05,45961,40,6900,3935.59
16,9,2016,Credit,134995,SO05,44935,60,10200,5598.04
16,9,2016,Credit,134995,SO05,44947,60,10200,5598.04
18,9,2016,Credit,134996,IB03,40016,210,15361.95,12785.41
17,9,2016,Credit,134997,IK11,30347,2,172.8,127.04
17,9,2016,Credit,134997,IK11,10076,800,680,574
17,9,2016,Credit,134997,IK11,46906,5,2958,2076.36
17,9,2016,Credit,134997,IK11,45938,40,4600,3523.25
17,9,2016,Credit,134997,IK11,46910,40,32944,23133.35
17,9,2016,Credit,134997,IK11,46908,50,42340,29720.49
20,9,2016,Credit,134998,IT18,10076,400,340,287
20,9,2016,Credit,134998,IT18,45376,100,580,450.05
20,9,2016,Credit,134998,IT18,40726,180,1505.1,1110.44
20,9,2016,Credit,134998,IT18,46355,8,8118,5374.12
20,9,2016,Credit,134999,IT09,30362,5,124,99.36
20,9,2016,Credit,134999,IT09,46854,320,224.64,162.53
20,9,2016,Credit,134999,IT09,10221,312,312,242.6
20,9,2016,Credit,134999,IT09,30360,10,510,409.54
20,9,2016,Credit,134999,IT09,46853,960,671.04,488.44
20,9,2016,Credit,134999,IT09,41660,10,1591.48,810.29
20,9,2016,Credit,134999,IT09,41661,11,2134.88,1087.3
20,9,2016,Credit,135000,IC04,41132,1,70,54.95
20,9,2016,Credit,135000,IC04,41133,1,70,54.93
20,9,2016,Credit,135000,IC04,41134,1,70,54.93
20,9,2016,Credit,135000,IC04,41136,1,70,55.53
20,9,2016,Credit,135001,IH03,10128,5,1250,738.86
20,9,2016,Credit,135001,IH03,43513,14,4550,2609.08
20,9,2016,Credit,135001,IH03,10126,2200,8800,7258.34
20,9,2016,Credit,135002,IJ01,45071,20,258,188.26
20,9,2016,Credit,135002,IJ01,10631,4800,259.2,176.4
20,9,2016,Credit,135002,IJ01,10401,24,404.57,359.62
20,9,2016,Credit,135002,IJ01,40049,6,464.4,334.3
20,9,2016,Credit,135002,IJ01,44898,25,537.5,394.05
20,9,2016,Credit,135002,IJ01,40050,6,567.6,444.58
20,9,2016,Credit,135002,IJ01,44408,2,610.6,426.18
20,9,2016,Credit,135002,IJ01,40282,20,688,502.03
20,9,2016,Credit,135002,IJ01,10394,60,765.67,669.73
20,9,2016,Credit,135002,IJ01,30337,15,774,566.24
20,9,2016,Credit,135002,IJ01,43730,750,1350,826.87
20,9,2016,Credit,135002,IJ01,44174,120,2605.9,2267.95
20,9,2016,Credit,135002,IJ01,43839,360,3497.15,3042.15
20,9,2016,Credit,135002,IJ01,46696,500,5700,4953.42
20,9,2016,Credit,135002,IJ01,44644,500,6150,4953.42
20,9,2016,Credit,135003,IJ01,10011,48,936,758.57
20,9,2016,Credit,135003,IJ01,10012,48,936,775.38
20,9,2016,Credit,135003,IJ01,10008,96,1872,1521.46
20,9,2016,Credit,135003,IJ01,10006,144,2808,2277.82
20,9,2016,Credit,135003,IJ01,45839,48,3744,2731.24
20,9,2016,Credit,135003,IJ01,40280,40,4172,3209.54
20,9,2016,Credit,135003,IJ01,46905,48,4584,3413.72
20,9,2016,Credit,135003,IJ01,45905,63,7427.7,5375.43
20,9,2016,Credit,135003,IJ01,44776,180,12510,9768.65
21,9,2016,Credit,135004,IA14,41278,50,1839.58,1522.9
21,9,2016,Credit,135004,IA14,45677,30,1852.27,1536.83
21,9,2016,Credit,135004,IA14,46094,100,3630,2518.62
21,9,2016,Credit,135005,IJ01,45470,24,522.14,430.6
21,9,2016,Credit,135005,IJ01,45468,48,917.28,756.52
21,9,2016,Credit,135005,IJ01,45472,20,1015.28,811.14
21,9,2016,Credit,135005,IJ01,45471,48,1166.59,948.92
21,9,2016,Credit,135005,IJ01,45469,60,1176,957.88
21,9,2016,Credit,135005,IJ01,45466,120,1293.6,1068.22
21,9,2016,Credit,135005,IJ01,45467,120,1293.6,1068.36
21,9,2016,Credit,135005,IJ01,45934,650,2614.18,2356.57
21,9,2016,Credit,135006,IT12,46854,160,111.36,81.27
21,9,2016,Credit,135006,IT12,46853,160,111.84,81.41
21,9,2016,Credit,135006,IT12,44898,5,115,78.81
21,9,2016,Credit,135006,IT12,45071,10,138,94.13
21,9,2016,Credit,135006,IT12,46858,150,139.68,101.86
21,9,2016,Credit,135006,IT12,46859,150,143.04,103.26
21,9,2016,Credit,135006,IT12,40282,4,147.2,100.4
21,9,2016,Credit,135006,IT12,30337,3,165.6,113.25
21,9,2016,Credit,135006,IT12,40049,2,165.6,111.43
21,9,2016,Credit,135006,IT12,44495,40,2948.8,2307.02
21,9,2016,Credit,135006,IT12,40761,504,5241.6,3579.58
21,9,2016,Credit,135007,IT12,41394,50,220,169.39
21,9,2016,Credit,135007,IT12,41395,50,220,165.34
21,9,2016,Credit,135007,IT12,41396,50,220,174
21,9,2016,Credit,135007,IT12,40163,50,220,164
21,9,2016,Credit,135007,IT12,41015,16,220.32,183.02
21,9,2016,Credit,135007,IT12,41393,50,230,169.69
21,9,2016,Credit,135007,IT12,40737,16,287.82,236.97
21,9,2016,Credit,135007,IT12,30347,4,298.35,249.44
21,9,2016,Credit,135007,IT12,30056,2,354.51,288.05
21,9,2016,Credit,135008,IT12,41492,50,220,174
21,9,2016,Credit,135008,IT12,10394,20,257.06,222.91
21,9,2016,Credit,135008,IT12,10401,16,263.55,235.34
21,9,2016,Credit,135008,IT12,43839,36,349.86,301.71
23,9,2016,Credit,135009,IK05,40016,40,3002.4,2435.32
22,9,2016,Credit,135010,IL09,45646,50,360,213.21
22,9,2016,Credit,135010,IL09,45776,200,540,317.73
22,9,2016,Credit,135011,IK11,40263,50,275,195.47
22,9,2016,Credit,135011,IK11,30194,60,472.35,371.27
22,9,2016,Credit,135011,IK11,41240,60,473.76,393.12
22,9,2016,Credit,135011,IK11,41015,80,1301.4,972.96
26,9,2016,Credit,135012,IJ01,40277,10,46.5,30.08
26,9,2016,Credit,135012,IJ01,40171,10,46.5,29.14
26,9,2016,Credit,135012,IJ01,40170,10,48,31.16
26,9,2016,Credit,135012,IJ01,40066,10,49,35.19
26,9,2016,Credit,135012,IJ01,40067,10,54,39.35
26,9,2016,Credit,135012,IJ01,41478,10,65,43.51
26,9,2016,Credit,135012,IJ01,40458,10,87,60.7
26,9,2016,Credit,135012,IJ01,40068,10,120,74.94
26,9,2016,Credit,135012,IJ01,40504,10,150,101.13
26,9,2016,Credit,135012,IJ01,30395,10,200,151.63
26,9,2016,Credit,135012,IJ01,30394,10,235,161.83
26,9,2016,Credit,135012,IJ01,30270,34,3332,2343.04
26,9,2016,Credit,135012,IJ01,45905,57,6720.3,4863.48
26,9,2016,Credit,135012,IJ01,44776,110,7645,5969.73
27,9,2016,Credit,135014,IK11,41015,8,246.9,97.99
27,9,2016,Credit,135014,IK11,46910,48,39532.8,27760.01
27,9,2016,Credit,135015,IL09,45130,60,164.97,137.15
27,9,2016,Credit,135015,IL09,45150,180,488.43,406.29
27,9,2016,Credit,135015,IL09,45129,180,499.61,415.05
27,9,2016,Credit,135015,IL09,45128,180,514.18,420.68
27,9,2016,Credit,135015,IL09,46094,50,1925,1259.31
27,9,2016,Credit,135016,IA091,10625,30,270,149.66
27,9,2016,Credit,135016,IA091,10025,30,270,132.38
27,9,2016,Credit,135017,IS06,43516,2000,360,280
27,9,2016,Credit,135017,IS06,43517,2000,360,280
27,9,2016,Credit,135017,IS06,43515,1500,405,285
27,9,2016,Credit,135017,IS06,43514,2000,540,380
27,9,2016,Credit,135017,IS06,43519,1100,638,484
27,9,2016,Credit,135017,IS06,43518,4000,720,560
27,9,2016,Credit,135018,IL09,10076,160,136,114.8
27,9,2016,Credit,135018,IL09,40265,7200,360,267.5
27,9,2016,Credit,135018,IL09,43210,4,406.41,298.31
27,9,2016,Credit,135018,IL09,46144,100,860,486.89
27,9,2016,Credit,135018,IL09,46094,30,1155,755.59
27,9,2016,Credit,135019,IT07,43515,1000,247.2,190
27,9,2016,Credit,135019,IT07,45489,2000,247.2,200
27,9,2016,Credit,135019,IT07,43520,1000,381.1,350
27,9,2016,Credit,135019,IT07,43516,3000,494.4,420
27,9,2016,Credit,135019,IT07,43517,5000,824,700
27,9,2016,Credit,135019,IT07,44490,10000,1236,1000.01
27,9,2016,Credit,135019,IT07,43518,10000,1648,1400.01
27,9,2016,Credit,135019,IT07,45488,20000,2472,2000
27,9,2016,Credit,135020,IT04,41401,50,122.5,101.42
27,9,2016,Credit,135020,IT04,40938,3,179.95,131.1
27,9,2016,Credit,135020,IT04,41400,100,245,182.26
27,9,2016,Credit,135020,IT04,41093,100,245,186.9
27,9,2016,Credit,135020,IT04,41097,100,245,180.97
27,9,2016,Credit,135020,IT04,43210,4,408.12,299.57
27,9,2016,Credit,135020,IT04,40726,72,551.07,448.7
27,9,2016,Credit,135020,IT04,42260,8,918.63,676.02
27,9,2016,Credit,135020,IT04,41394,250,1100,846.95
27,9,2016,Credit,135020,IT04,40684,12,1116.63,801.5
27,9,2016,Credit,135020,IT04,10458,20,1163.97,954.03
27,9,2016,Credit,135020,IT04,30347,20,1537.38,1272.84
27,9,2016,Credit,135020,IT04,41653,80,1855.71,1529.64
27,9,2016,Credit,135020,IT04,41392,500,2300,1835
27,9,2016,Credit,135020,IT04,41015,160,2361.69,1959.89
27,9,2016,Credit,135020,IT04,40728,60,2552.04,2107.14
27,9,2016,Credit,135020,IT04,40289,30,2871,2010.99
27,9,2016,Credit,135020,IT04,40737,160,2940.3,2385.22
27,9,2016,Credit,135021,IT04,45627,80,151.24,114.99
27,9,2016,Credit,135021,IT04,45628,80,153.52,115.04
27,9,2016,Credit,135021,IT04,45630,80,153.52,114.71
27,9,2016,Credit,135021,IT04,45629,80,155.04,117.15
27,9,2016,Credit,135021,IT04,41536,2,176,103.31
27,9,2016,Credit,135021,IT04,45544,4,353.79,264.81
27,9,2016,Credit,135021,IT04,41532,5,440,250.04
27,9,2016,Credit,135021,IT04,41535,5,440,244.02
27,9,2016,Credit,135021,IT04,41534,10,880,504.91
27,9,2016,Credit,135021,IT04,10012,48,936,775.37
27,9,2016,Credit,135021,IT04,10005,48,960,757.6
27,9,2016,Credit,135021,IT04,46694,160,1152,801.2
27,9,2016,Credit,135021,IT04,46826,209,1609.3,1120.86
27,9,2016,Credit,135021,IT04,10006,96,1872,1518.55
27,9,2016,Credit,135021,IT04,10009,96,1872,1493.41
27,9,2016,Credit,135021,IT04,10008,144,2808,2282.2
27,9,2016,Credit,135021,IT04,46445,1798,9529.4,6592.75
27,9,2016,Credit,135021,IT04,46569,504,12700.8,8555.4
27,9,2016,Credit,135022,IT04,45621,80,145.92,111.52
27,9,2016,Credit,135022,IT04,45625,80,152.76,116.33
27,9,2016,Credit,135022,IT04,45623,80,153.52,115.86
27,9,2016,Credit,135022,IT04,45622,80,155.04,117.59
27,9,2016,Credit,135022,IT04,45624,80,157.32,118.15
28,9,2016,Credit,135023,IT19,42597,4,1000,579.1
28,9,2016,Credit,135023,IT19,43541,200,2400,2160
28,9,2016,Credit,135023,IT19,42912,500,6000,5360
28,9,2016,Credit,135023,IT19,30105,550,6820,5331.35
28,9,2016,Credit,135024,IG01,45938,8,936,704.65
28,9,2016,Credit,135024,IG01,46653,50,2100,1777.81
28,9,2016,Credit,135024,IG01,43513,15,4875,2795.44
28,9,2016,Credit,135024,IG01,10126,1500,6075,4948.87
28,9,2016,Credit,135025,IT04,40491,5,53.5,25.89
28,9,2016,Credit,135025,IT04,30387,20,80,34.13
28,9,2016,Credit,135025,IT04,30386,40,100,45.51
28,9,2016,Credit,135025,IT04,43517,1000,280,140
28,9,2016,Credit,135025,IT04,43518,1000,280,140
28,9,2016,Credit,135025,IT04,45150,180,492.56,407.86
28,9,2016,Credit,135025,IT04,45128,180,495.85,420.67
28,9,2016,Credit,135025,IT04,40487,500,500,215.1
28,9,2016,Credit,135025,IT04,45130,180,505.72,418.59
28,9,2016,Credit,135025,IT04,45125,320,554.6,471.14
28,9,2016,Credit,135025,IT04,40749,200,760,388.55
28,9,2016,Credit,135026,IT04,45441,289,3612.5,3612.5
28,9,2016,Credit,135027,IL12,46068,12000,540,480
28,9,2016,Credit,135027,IL12,44437,500,3650,2405.96
28,9,2016,Credit,135027,IL12,44367,10,3850,2239.22
28,9,2016,Credit,135027,IL12,46094,100,3850,2518.62
28,9,2016,Credit,135027,IL12,46889,150,5175,3765.95
30,9,2016,Credit,135028,SZ100,46686,20,5044,3047.2
28,9,2016,Credit,135029,SQ03,45236,1,625.25,539.23
28,9,2016,Credit,135029,SQ03,45238,1,1128.5,971.95
29,9,2016,Credit,135030,IB03,10012,2,45,32.31
29,9,2016,Credit,135030,IB03,10005,3,67.5,47.35
29,9,2016,Credit,135030,IB03,10011,3,67.5,47.41
29,9,2016,Credit,135030,IB03,10010,10,225,152.82
29,9,2016,Credit,135030,IB03,10023,30,270,157.67
29,9,2016,Credit,135030,IB03,10006,15,337.5,237.27
29,9,2016,Credit,135030,IB03,10009,15,337.5,233.34
29,9,2016,Credit,135031,IS05,45852,192,230.4,126.9
29,9,2016,Credit,135031,IS05,30360,10,510,409.54
29,9,2016,Credit,135031,IS05,40412,24,648,430.38
29,9,2016,Credit,135032,IT09,46208,92,92,65.84
29,9,2016,Credit,135032,IT09,45129,60,169.92,138.35
29,9,2016,Credit,135032,IT09,45130,60,172.32,139.53
29,9,2016,Credit,135032,IT09,30361,5,180,145.3
29,9,2016,Credit,135033,IY03,45847,1,98.7,70.65
29,9,2016,Credit,135033,IY03,41532,2,176,100.02
29,9,2016,Credit,135033,IY03,45469,12,249.6,191.58
29,9,2016,Credit,135034,IN04,30361,1,36,29.06
29,9,2016,Credit,135034,IN04,30360,1,51,40.95
29,9,2016,Credit,135034,IN04,45466,12,135.6,106.82
29,9,2016,Credit,135034,IN04,45467,12,165.6,106.84
29,9,2016,Credit,135034,IN04,45677,9,569.76,462.31
29,9,2016,Credit,135035,IT08,44174,12,257.8,219.59
29,9,2016,Credit,135035,IT08,41394,100,440,338.78
29,9,2016,Credit,135035,IT08,41392,100,460,367
29,9,2016,Credit,135035,IT08,41393,100,460,339.37
29,9,2016,Credit,135035,IT08,10006,48,984,759.27
29,9,2016,Credit,135035,IT08,10008,48,984,760.73
29,9,2016,Credit,135035,IT08,10009,48,984,746.7
29,9,2016,Credit,135035,IT08,10010,48,984,733.53
29,9,2016,Credit,135035,IT08,10011,48,984,758.57
29,9,2016,Credit,135035,IT08,40412,48,1296,860.77
29,9,2016,Credit,135036,IA14,46381,40,4599,3387.68
29,9,2016,Credit,135036,IA14,46671,40,5040,3733.06
29,9,2016,Credit,135037,IK11,46907,50,48140,33814.2
29,9,2016,Credit,135038,IZ01,10458,2,126.6,95.4
29,9,2016,Credit,135038,IZ01,30347,2,165.9,126.22
29,9,2016,Credit,135038,IZ01,40052,1,174.8,115.94
29,9,2016,Credit,135038,IZ01,40053,1,202.4,135.18
29,9,2016,Credit,135038,IZ01,30054,2,213,158.07
29,9,2016,Credit,135038,IZ01,44407,1,276,188.2
29,9,2016,Credit,135038,IZ01,44408,1,326.6,213.09
29,9,2016,Credit,135038,IZ01,44409,1,391,264.47
29,9,2016,Credit,135038,IZ01,44017,1,460,300.13
29,9,2016,Credit,135038,IZ01,10011,48,984,758.57
30,9,2016,Credit,135039,SQ03,40053,1,220,135.18
28,9,2016,Credit,135040,IG01,45611,160,155.8,116.19
28,9,2016,Credit,135040,IG01,45614,160,157.32,117.66
28,9,2016,Credit,135040,IG01,10097,96,183.36,144.92
28,9,2016,Credit,135040,IG01,41440,72,213.6,155.92
28,9,2016,Credit,135040,IG01,41460,60,216.96,152.28
28,9,2016,Credit,135040,IG01,40282,8,294.4,200.81
28,9,2016,Credit,135040,IG01,43513,15,3250,2795.44
28,9,2016,Credit,135040,IG01,10126,1800,6075,5938.64
29,9,2016,Credit,135041,IT23,45935,20,134.88,113.05
29,9,2016,Credit,135041,IT23,40277,30,139.5,90.25
29,9,2016,Credit,135041,IT23,40170,30,144,93.47
29,9,2016,Credit,135041,IT23,40068,20,240,149.88
29,9,2016,Credit,135041,IT23,40066,50,245,175.93
29,9,2016,Credit,135041,IT23,10401,16,270.02,241.88
29,9,2016,Credit,135041,IT23,46188,300,300,228.3
29,9,2016,Credit,135041,IT23,42300,300,300,235.7
29,9,2016,Credit,135041,IT23,10221,300,300,233.26
29,9,2016,Credit,135041,IT23,40504,20,300,202.26
29,9,2016,Credit,135041,IT23,30395,20,400,303.25
29,9,2016,Credit,135041,IT23,30394,20,470,323.67
29,9,2016,Credit,135041,IT23,40067,100,540,393.5
29,9,2016,Credit,135041,IT23,41478,100,650,435.13
29,9,2016,Credit,135041,IT23,40458,100,870,607.04
29,9,2016,Credit,135041,IT23,43286,150,1275,653.24
29,9,2016,Credit,135041,IT23,10394,180,2363.63,2023.49
29,9,2016,Credit,135041,IT23,43839,240,2415.1,2044.39
29,9,2016,Credit,135041,IT23,46889,75,2587.5,1882.98
29,9,2016,Credit,135041,IT23,10380,400,2627.3,2225.02
29,9,2016,Credit,135041,IT23,40289,60,5445,4021.97
29,9,2016,Credit,135041,IT23,40422,75,5940,4383.4
29,9,2016,Credit,135042,IJ01,10210,150,138,116.56
29,9,2016,Credit,135042,IJ01,46757,250,240,182
29,9,2016,Credit,135042,IJ01,46697,250,240,198.5
29,9,2016,Credit,135042,IJ01,41534,10,780,504.91
29,9,2016,Credit,135042,IJ01,41535,10,780,488.03
29,9,2016,Credit,135042,IJ01,10009,48,936,746.71
29,9,2016,Credit,135042,IJ01,10011,48,936,758.58
29,9,2016,Credit,135042,IJ01,10005,48,960,757.6
29,9,2016,Credit,135042,IJ01,41532,20,1560,1000.16
29,9,2016,Credit,135042,IJ01,10006,96,1872,1518.55
29,9,2016,Credit,135042,IJ01,10008,96,1872,1521.47
29,9,2016,Credit,135042,IJ01,46792,400,1920,1524.33
3,10,2016,Credit,135043,IK11,43944,80,220.8,178.75
3,10,2016,Credit,135043,IK11,46512,80,225.6,181.34
3,10,2016,Credit,135043,IK11,46511,80,226.08,184.21
3,10,2016,Credit,135043,IK11,46147,80,228,192.21
3,10,2016,Credit,135043,IK11,46513,80,237.6,189.29
3,10,2016,Credit,135043,IK11,44060,400,10400,8600
3,10,2016,Credit,135044,IY03,46792,400,1920,1524.33
3,10,2016,Credit,135044,IY03,43513,30,8125,5590.87
3,10,2016,Credit,135044,IY03,10126,5500,20250,18145.84
4,10,2016,Credit,135045,MS10,30053,24,691.79,580.17
4,10,2016,Credit,135045,MS10,40861,180,1045.07,903.84
4,10,2016,Credit,135045,MS10,41015,80,1152.29,984.56
4,10,2016,Credit,135045,MS10,40725,270,1236.73,1053.76
4,10,2016,Credit,135045,MS10,40737,80,1414.92,1200.95
4,10,2016,Credit,135045,MS10,40860,432,1437.97,1264.15
4,10,2016,Credit,135045,MS10,40727,240,2404.3,2079.39
4,10,2016,Credit,135045,MS10,40724,960,2572.91,2355.65
4,10,2016,Credit,135045,MS10,40726,360,2638.43,2277.8
4,10,2016,Credit,135045,MS10,41653,560,13694.11,11683.47
3,10,2016,Credit,135046,IB03,41134,1,80,54.93
3,10,2016,Credit,135047,IT26,45932,4,153.37,122.7
3,10,2016,Credit,135047,IT26,44953,100,210,146.41
3,10,2016,Credit,135047,IT26,45931,4,216.58,174.8
3,10,2016,Credit,135047,IT26,42751,60,390,246.07
3,10,2016,Credit,135047,IT26,42096,40,400,243.35
3,10,2016,Credit,135047,IT26,42997,50,420,243.4
3,10,2016,Credit,135047,IT26,42750,70,483,299
3,10,2016,Credit,135047,IT26,46659,99,782.1,669.64
3,10,2016,Credit,135047,IT26,45927,120,1130.43,916.98
3,10,2016,Credit,135048,IA07,44154,100,18287.5,14413.9
3,10,2016,Credit,135049,IA16,44884,50,105,72.39
3,10,2016,Credit,135049,IA16,44885,50,105,72.09
3,10,2016,Credit,135049,IA16,44954,50,105,72.9
3,10,2016,Credit,135049,IA16,44955,50,105,69.52
3,10,2016,Credit,135049,IA16,44523,50,105,72.97
3,10,2016,Credit,135049,IA16,44953,50,105,73.21
3,10,2016,Credit,135049,IA16,45530,50,140,101.92
3,10,2016,Credit,135049,IA16,41291,50,140,102.73
3,10,2016,Credit,135049,IA16,41049,50,140,101.85
3,10,2016,Credit,135050,IL09,40067,5,32.5,19.68
3,10,2016,Credit,135050,IL09,41478,5,37.5,21.76
3,10,2016,Credit,135050,IL09,40458,5,50,30.35
3,10,2016,Credit,135050,IL09,40068,5,67.5,37.47
3,10,2016,Credit,135050,IL09,40504,5,85,50.56
3,10,2016,Credit,135050,IL09,43731,60,168,111.48
